Время от начала полета (секунды),Высота над уровнем моря (метры),Масса корабля (тонны),Тангаж / угол наклона (градусы),Орбитальная скорость (м/с),Скорость относительно поверхности (м/с),Общая скорость (м/с),Апогейное расстояние (метры)
190.74,94609.8,7737.88,15.7,1932.4,0.0,0.0,153281.0
190.85,94672.6,7737.88,15.7,1932.2,0.0,0.0,153281.0
190.95,94714.4,7737.88,15.7,1932.0,0.0,0.0,153281.0
191.06,94777.2,7737.88,15.7,1931.8,0.0,0.0,153281.0
191.16,94829.4,7737.88,15.7,1931.6,0.0,0.0,153281.0
191.27,94892.1,7737.88,15.7,1931.3,0.0,0.0,153281.0
191.37,94944.3,7737.88,15.7,1931.1,0.0,0.0,153281.0
191.48,95006.9,7737.88,15.7,1930.9,0.0,0.0,153281.0
191.58,95059.1,7737.88,15.7,1930.7,0.0,0.0,153281.0
191.68,95111.2,7737.88,15.7,1930.5,0.0,0.0,153281.0
191.78,95163.3,7737.88,15.7,1930.3,0.0,0.0,153281.0
191.88,95205.0,7737.88,15.7,1930.1,0.0,0.0,153281.0
191.99,95267.4,7737.88,15.7,1929.9,0.0,0.0,153281.0
192.09,95319.5,7737.88,15.7,1929.7,0.0,0.0,153281.0
192.19,95371.5,7737.88,15.7,1929.5,0.0,0.0,153281.0
192.30,95423.5,7737.88,15.6,1929.3,0.0,0.0,153281.0
192.40,95475.4,7737.88,15.6,1929.1,0.0,0.0,153281.0
192.51,95527.4,7737.88,15.6,1928.9,0.0,0.0,153281.0
192.61,95589.7,7737.88,15.6,1928.7,0.0,0.0,153281.0
192.72,95631.2,7737.88,15.6,1928.5,0.0,0.0,153281.0
192.82,95693.4,7737.88,15.6,1928.3,0.0,0.0,153281.0
192.92,95745.2,7737.88,15.6,1928.1,0.0,0.0,153281.0
193.02,95797.1,7737.88,15.6,1927.9,0.0,0.0,153281.0
193.12,95848.9,7737.88,15.6,1927.7,0.0,0.0,153281.0
193.23,95911.0,7737.88,15.6,1927.4,0.0,0.0,153281.0
193.33,95962.7,7737.88,15.6,1927.2,0.0,0.0,153281.0
193.44,96014.5,7737.88,15.6,1927.1,0.0,0.0,153281.0
193.54,96066.2,7737.88,15.6,1926.9,0.0,0.0,153281.0
193.64,96117.8,7737.88,15.6,1926.7,0.0,0.0,153281.0
193.75,96179.8,7737.88,15.6,1926.5,0.0,0.0,153281.0
193.86,96231.4,7737.88,15.6,1926.3,0.0,0.0,153281.0
193.96,96283.0,7737.88,15.6,1926.1,0.0,0.0,153281.0
194.07,96344.9,7737.88,15.5,1925.8,0.0,0.0,153281.0
194.17,96396.5,7737.88,15.5,1925.6,0.0,0.0,153281.0
194.27,96448.0,7737.88,15.5,1925.4,0.0,0.0,153281.0
194.38,96509.8,7737.88,15.5,1925.2,0.0,0.0,153281.0
194.49,96561.3,7737.88,15.5,1925.0,0.0,0.0,153281.0
194.59,96612.7,7737.88,15.5,1924.8,0.0,0.0,153281.0
194.70,96664.1,7737.88,15.5,1924.6,0.0,0.0,153281.0
194.81,96725.8,7737.88,15.5,1924.4,0.0,0.0,153281.0
194.91,96766.9,7737.88,15.5,1924.2,0.0,0.0,153281.0
195.01,96828.5,7737.88,15.5,1924.0,0.0,0.0,153281.0
195.12,96879.9,7737.88,15.5,1923.8,0.0,0.0,153281.0
195.23,96941.4,7737.88,15.5,1923.5,0.0,0.0,153281.0
195.33,96992.7,7737.88,15.5,1923.3,0.0,0.0,153281.0
195.43,97033.7,7737.88,15.5,1923.2,0.0,0.0,153281.0
195.53,97095.2,7737.88,15.5,1923.0,0.0,0.0,153281.0
195.64,97146.4,7737.88,15.5,1922.8,0.0,0.0,153281.0
195.74,97197.6,7737.88,15.5,1922.6,0.0,0.0,153281.0
195.85,97259.0,7737.88,15.4,1922.4,0.0,0.0,153281.0
195.95,97310.1,7737.88,15.4,1922.2,0.0,0.0,153281.0
196.05,97361.2,7737.88,15.4,1922.0,0.0,0.0,153281.0
196.16,97422.5,7737.88,15.4,1921.8,0.0,0.0,153281.0
196.27,97473.6,7737.88,15.4,1921.6,0.0,0.0,153281.0
196.37,97524.6,7737.88,15.4,1921.4,0.0,0.0,153281.0
196.47,97575.6,7737.88,15.4,1921.2,0.0,0.0,153281.0
196.58,97626.6,7737.88,15.4,1921.0,0.0,0.0,153281.0
196.69,97687.7,7737.88,15.4,1920.7,0.0,0.0,153281.0
196.79,97738.7,7737.88,15.4,1920.6,0.0,0.0,153281.0
196.89,97789.6,7737.88,15.4,1920.4,0.0,0.0,153281.0
197.00,97840.5,7737.88,15.4,1920.2,0.0,0.0,153281.0
197.11,97891.3,7737.88,15.4,1920.0,0.0,0.0,153281.0
197.21,97952.4,7737.88,15.4,1919.8,0.0,0.0,153281.0
197.31,98003.2,7737.88,15.4,1919.6,0.0,0.0,153281.0
197.42,98054.0,7737.88,15.4,1919.4,0.0,0.0,153281.0
197.52,98104.7,7737.88,15.4,1919.2,0.0,0.0,153281.0
197.62,98155.5,7737.88,15.3,1919.0,0.0,0.0,153281.0
197.72,98206.2,7737.88,15.3,1918.8,0.0,0.0,153281.0
197.83,98267.0,7737.88,15.3,1918.5,0.0,0.0,153281.0
197.94,98317.7,7737.88,15.3,1918.4,0.0,0.0,153281.0
198.05,98378.5,7737.88,15.3,1918.2,0.0,0.0,153281.0
198.15,98429.1,7737.88,15.3,1917.9,0.0,0.0,153281.0
198.25,98479.7,7737.88,15.3,1917.7,0.0,0.0,153280.9
198.36,98540.3,7737.88,15.3,1917.5,0.0,0.0,153280.9
198.46,98580.8,7737.88,15.3,1917.4,0.0,0.0,153280.9
198.57,98641.4,7737.88,15.3,1917.2,0.0,0.0,153280.9
198.68,98691.9,7737.88,15.3,1917.0,0.0,0.0,153280.9
198.78,98752.5,7737.88,15.3,1916.7,0.0,0.0,153280.9
198.88,98802.9,7737.88,15.3,1916.6,0.0,0.0,153280.9
198.98,98853.3,7737.88,15.3,1916.4,0.0,0.0,153280.9
199.09,98903.7,7737.88,15.3,1916.2,0.0,0.0,153280.9
199.19,98954.1,7737.88,15.3,1916.0,0.0,0.0,153280.9
199.30,99004.4,7737.88,15.3,1915.8,0.0,0.0,153280.9
199.41,99064.8,7737.88,15.2,1915.6,0.0,0.0,153280.9
199.51,99115.1,7737.88,15.2,1915.4,0.0,0.0,153280.9
199.62,99165.4,7737.88,15.2,1915.2,0.0,0.0,153280.9
199.72,99225.7,7737.88,15.2,1915.0,0.0,0.0,153280.9
199.83,99275.9,7737.88,15.2,1914.8,0.0,0.0,153280.9
199.94,99326.1,7737.88,15.2,1914.5,0.0,0.0,153280.9
200.05,99386.3,7737.88,15.2,1914.4,0.0,0.0,153280.9
200.16,99436.5,7737.88,15.2,1914.2,0.0,0.0,153280.9
200.27,99496.6,7737.88,15.2,1913.9,0.0,0.0,153280.9
200.37,99546.7,7737.88,15.2,1913.7,0.0,0.0,153280.9
200.47,99596.8,7737.88,15.2,1913.6,0.0,0.0,153280.9
200.58,99656.9,7737.88,15.2,1913.3,0.0,0.0,153280.9
200.69,99706.9,7737.88,15.2,1913.1,0.0,0.0,153280.9
200.79,99756.9,7737.88,15.2,1913.0,0.0,0.0,153280.9
200.90,99816.9,7737.88,15.2,1912.7,0.0,0.0,153280.9
201.01,99866.8,7737.88,15.2,1912.5,0.0,0.0,153280.9
201.12,99916.7,7737.88,15.1,1912.3,0.0,0.0,153280.9
201.22,99966.6,7737.88,15.1,1912.2,0.0,0.0,153280.9
201.32,100016.5,7737.88,15.1,1911.9,0.0,0.0,153284.4
201.44,100076.3,7737.88,15.1,1911.7,0.0,0.0,153284.4
201.54,100126.2,7737.88,15.1,1911.5,0.0,0.0,153284.4
201.65,100176.0,7737.88,15.1,1911.4,0.0,0.0,153284.4
201.76,100235.7,7737.88,15.1,1911.1,0.0,0.0,153284.4
201.87,100295.4,7737.88,15.1,1910.9,0.0,0.0,153284.4
201.97,100345.1,7737.88,15.1,1910.7,0.0,0.0,153284.4
202.08,100394.8,7737.88,15.1,1910.5,0.0,0.0,153284.4
202.18,100454.4,7737.88,15.1,1910.3,0.0,0.0,153284.4
202.29,100504.1,7737.88,15.1,1910.1,0.0,0.0,153284.4
202.40,100553.7,7737.88,15.1,1910.0,0.0,0.0,153284.4
202.50,100603.3,7737.88,15.1,1909.8,0.0,0.0,153284.4
202.60,100652.9,7737.88,15.1,1909.6,0.0,0.0,153284.4
202.71,100712.4,7737.88,15.1,1909.3,0.0,0.0,153284.4
202.82,100761.9,7737.88,15.1,1909.2,0.0,0.0,153284.4
202.92,100811.4,7737.88,15.0,1909.0,0.0,0.0,153284.4
203.03,100860.9,7737.88,15.0,1908.8,0.0,0.0,153284.4
203.13,100920.2,7737.88,15.0,1908.5,0.0,0.0,153284.4
203.23,100969.7,7737.88,15.0,1908.4,0.0,0.0,153284.4
203.34,101019.1,7737.88,15.0,1908.2,0.0,0.0,153284.4
203.45,101078.3,7737.88,15.0,1907.9,0.0,0.0,153284.4
203.55,101127.7,7737.88,15.0,1907.8,0.0,0.0,153284.4
203.65,101177.0,7737.88,15.0,1907.6,0.0,0.0,153284.4
203.76,101236.2,7737.88,15.0,1907.4,0.0,0.0,153284.4
203.87,101285.5,7737.88,15.0,1907.2,0.0,0.0,153284.4
203.98,101334.7,7737.88,15.0,1907.0,0.0,0.0,153284.4
204.08,101393.8,7737.88,15.0,1906.8,0.0,0.0,153284.4
204.19,101443.0,7737.88,15.0,1906.6,0.0,0.0,153284.4
204.29,101492.2,7737.88,15.0,1906.4,0.0,0.0,153284.4
204.40,101541.4,7737.88,15.0,1906.2,0.0,0.0,153284.4
204.50,101600.3,7737.88,15.0,1906.0,0.0,0.0,153284.4
204.61,101639.6,7737.88,15.0,1905.9,0.0,0.0,153284.4
204.71,101698.5,7737.88,14.9,1905.6,0.0,0.0,153284.4
204.82,101747.6,7737.88,14.9,1905.5,0.0,0.0,153284.4
204.93,101796.6,7737.88,14.9,1905.3,0.0,0.0,153284.4
205.03,101855.4,7737.88,14.9,1905.0,0.0,0.0,153284.4
205.14,101904.4,7737.88,14.9,1904.9,0.0,0.0,153284.4
205.25,101953.4,7737.88,14.9,1904.7,0.0,0.0,153284.4
205.35,102012.1,7737.88,14.9,1904.5,0.0,0.0,153284.4
205.45,102061.0,7737.88,14.9,1904.3,0.0,0.0,153284.4
205.55,102109.9,7737.88,14.9,1904.1,0.0,0.0,153284.4
205.66,102158.8,7737.88,14.9,1903.9,0.0,0.0,153284.4
205.76,102207.6,7737.88,14.9,1903.7,0.0,0.0,153284.4
205.87,102266.2,7737.88,14.9,1903.5,0.0,0.0,153284.4
205.97,102315.0,7737.88,14.9,1903.3,0.0,0.0,153284.4
206.08,102363.7,7737.88,14.9,1903.1,0.0,0.0,153284.4
206.18,102412.5,7737.88,14.9,1903.0,0.0,0.0,153284.4
206.28,102470.9,7737.88,14.9,1902.7,0.0,0.0,153284.4
206.38,102519.6,7737.88,14.8,1902.6,0.0,0.0,153284.4
206.49,102568.3,7737.88,14.8,1902.4,0.0,0.0,153284.4
206.60,102616.9,7737.88,14.8,1902.2,0.0,0.0,153284.4
206.70,102675.3,7737.88,14.8,1901.9,0.0,0.0,153284.4
206.81,102714.2,7737.88,14.8,1901.8,0.0,0.0,153284.4
206.92,102772.4,7737.88,14.8,1901.6,0.0,0.0,153284.4
207.03,102821.0,7737.88,14.8,1901.3,0.0,0.0,153284.4
207.13,102869.5,7737.88,14.8,1901.2,0.0,0.0,153284.4
207.24,102927.7,7737.88,14.8,1901.0,0.0,0.0,153284.4
207.34,102976.2,7737.88,14.8,1900.8,0.0,0.0,153284.4
207.45,103034.3,7737.88,14.8,1900.6,0.0,0.0,153284.4
207.55,103073.1,7737.88,14.8,1900.5,0.0,0.0,153284.4
207.65,103121.5,7737.88,14.8,1900.3,0.0,0.0,153284.4
207.76,103179.5,7737.88,14.8,1900.0,0.0,0.0,153284.4
207.86,103237.5,7737.88,14.8,1899.9,0.0,0.0,153284.4
207.97,103285.8,7737.88,14.8,1899.7,0.0,0.0,153284.4
208.08,103334.1,7737.88,14.7,1899.5,0.0,0.0,153284.4
208.18,103392.1,7737.88,14.7,1899.2,0.0,0.0,153284.4
208.29,103440.3,7737.88,14.7,1899.1,0.0,0.0,153284.4
208.40,103488.5,7737.88,14.7,1898.9,0.0,0.0,153284.4
208.50,103546.4,7737.88,14.7,1898.7,0.0,0.0,153284.4
